"Group","PPH","Direct %","Indirect %","Gap %"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-25","94","82.58%","13.28%","4.14%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-26","114","89.63%","3.25%","7.12%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-27","0","0.00%","0.57%","0.53%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-28","99","68.41%","26.53%","5.06%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-29","120","91.18%","0.00%","8.82%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Bradley Anderson","116","75.82%","17.24%","6.93%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-25","117","71.28%","23.12%","5.60%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-26","127","67.18%","23.77%","9.05%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-27","113","81.72%","14.69%","3.59%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-28","107","83.71%","6.54%","9.75%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones","126","57.68%","27.27%","6.43%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-25","200","40.38%","55.59%","4.03%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-26","116","38.38%","18.90%","6.53%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-28","112","58.83%","35.26%","5.90%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-29","105","91.52%","0.00%","8.48%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-30","112","90.01%","0.00%","9.99%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Carter Greeson","96","1.29%","28.89%","0.13%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-25","0","0.00%","4.16%","0.25%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-26","0","0.00%","99.97%","0.03%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-27","92","4.10%","3.80%","0.04%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-28","118","0.85%","4.74%","0.23%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Daniel Mungole","105","70.71%","21.03%","8.26%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-25","99","78.50%","13.75%","7.75%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-26","115","71.96%","19.01%","9.03%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-27","105","59.55%","32.98%","7.47%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-28","100","72.37%","18.99%","8.64%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Eathan Vonderahe","100","84.14%","7.58%","8.28%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-25","102","89.64%","4.57%","5.79%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-26","98","83.23%","7.40%","9.37%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-27","101","85.11%","6.90%","7.99%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-28","101","79.55%","10.91%","9.54%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott","118","90.23%","4.52%","5.25%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-25","118","90.93%","3.95%","5.12%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-26","123","93.87%","2.94%","3.20%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-27","126","88.29%","4.05%","7.67%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-28","112","87.44%","9.34%","3.22%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-30","108","90.51%","0.00%","9.49%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jeff Regnell","111","84.20%","10.38%","5.42%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-25","109","87.99%","4.54%","7.47%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-26","107","72.11%","24.82%","3.07%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-27","121","91.97%","3.56%","4.48%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-28","107","87.31%","5.50%","7.20%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III","98","89.07%","4.13%","6.79%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-26","97","83.59%","4.74%","11.66%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-27","100","84.19%","9.34%","6.47%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-29","101","95.68%","0.00%","4.32%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-30","89","95.25%","0.00%","4.75%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ledavion Powell","86","75.23%","7.78%","16.99%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-25","86","70.46%","14.17%","15.37%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-26","96","77.17%","2.36%","20.47%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-27","81","74.97%","4.79%","20.24%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-28","82","77.90%","9.21%","12.89%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Mervyn Nelson","124","87.60%","2.89%","9.51%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-25","112","89.50%","4.07%","6.43%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-27","125","89.56%","0.00%","10.44%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-28","136","83.50%","4.74%","11.76%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Peter Ziolkowski","136","84.79%","6.61%","8.60%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-26","145","88.12%","5.54%","6.34%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-27","135","86.90%","3.21%","9.89%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-28","127","79.40%","11.03%","9.57%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rachel Alexander","113","84.33%","10.19%","5.48%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-25","120","89.68%","4.26%","6.06%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-26","114","68.26%","25.68%","6.07%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-27","114","90.77%","4.34%","4.89%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-28","105","89.52%","5.54%","4.94%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Robert McNamee","100","86.51%","6.08%","7.41%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-26","101","89.40%","3.60%","7.00%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-27","101","88.27%","3.90%","7.83%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-28","98","81.84%","10.76%","7.40%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Clark","105","74.78%","15.93%","9.29%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-25","106","79.62%","9.27%","11.12%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-26","99","72.50%","19.19%","8.31%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-27","106","73.39%","16.59%","10.02%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-28","109","73.87%","18.34%","7.79%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Edison","100","90.16%","4.61%","5.23%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Edison -> 2026-05-25","106","92.06%","3.57%","4.37%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Edison -> 2026-05-26","97","88.53%","6.50%","4.97%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Edison -> 2026-05-27","106","90.51%","3.52%","5.97%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Ryan Edison -> 2026-05-28","92","89.64%","4.80%","5.56%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rylie Tao","100","87.21%","5.61%","7.18%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-25","110","86.08%","4.12%","9.80%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-26","92","91.74%","3.66%","4.60%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-27","104","86.30%","5.25%","8.46%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-28","96","85.09%","9.02%","5.89%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Savannah Baker","68","68.25%","27.10%","4.65%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Savannah Baker -> 2026-05-26","53","41.53%","53.97%","4.50%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Savannah Baker -> 2026-05-27","73","87.72%","7.52%","4.76%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Trenton Terry","136","85.01%","8.00%","6.98%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-25","132","85.53%","4.54%","9.93%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-26","142","88.09%","7.70%","4.21%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-27","134","82.84%","11.06%","6.09%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-28","134","83.60%","8.62%","7.78%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James","116","74.56%","10.42%","15.02%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-25","128","74.13%","12.92%","12.95%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-26","113","74.99%","11.72%","13.30%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-27","112","69.55%","17.05%","13.40%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-28","97","77.88%","11.58%","10.54%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-29","127","76.65%","0.00%","23.35%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-30","125","75.85%","0.00%","24.15%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler Morone","0","0.00%","99.08%","0.92%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-25","0","0.00%","99.60%","0.40%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-26","0","0.00%","99.45%","0.55%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-27","0","0.00%","97.78%","2.22%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-28","0","0.00%","99.49%","0.51%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie","129","89.26%","3.54%","7.20%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie -> 2026-05-25","175","89.58%","3.87%","6.55%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie -> 2026-05-26","134","90.17%","3.01%","6.82%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie -> 2026-05-27","122","88.05%","4.39%","7.56%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie -> 2026-05-28","98","85.13%","4.93%","9.94%"
" -> 2026-05-25 -> Marisa Miranda -> Picker -> Wade Bitsuie -> 2026-05-30","113","96.52%","0.00%","3.48%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away","119","79.97%","6.56%","7.85%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Adam Waller","105","78.48%","12.35%","9.18%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Adam Waller -> 2026-05-25","102","87.67%","3.97%","8.36%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Adam Waller -> 2026-05-26","113","62.82%","26.87%","10.31%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Adam Waller -> 2026-05-27","96","84.34%","5.98%","9.68%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Adam Waller -> 2026-05-28","110","80.55%","11.21%","8.24%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Aiden Lentz","129","85.63%","5.28%","9.08%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Aiden Lentz -> 2026-05-25","113","87.65%","3.40%","8.96%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Aiden Lentz -> 2026-05-26","130","87.76%","2.38%","9.86%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Aiden Lentz -> 2026-05-27","143","81.86%","8.37%","9.77%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Aiden Lentz -> 2026-05-28","129","85.27%","6.76%","7.97%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds","112","88.11%","3.25%","8.64%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-25","108","90.26%","2.91%","6.83%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-26","124","87.66%","3.32%","9.02%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-27","105","88.91%","4.52%","6.57%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-28","116","86.83%","5.27%","7.90%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-29","93","87.11%","0.00%","12.89%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Cortez Rounds -> 2026-05-30","115","87.40%","0.00%","12.60%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Edgar Rodriguez-buenrostro","130","57.67%","9.45%","4.99%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Edgar Rodriguez-buenrostro -> 2026-05-25","136","85.36%","8.95%","5.69%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Edgar Rodriguez-buenrostro -> 2026-05-26","129","86.80%","7.47%","5.73%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Edgar Rodriguez-buenrostro -> 2026-05-27","123","72.40%","18.52%","9.08%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Edgar Rodriguez-buenrostro -> 2026-05-28","0","0.00%","4.00%","0.47%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Jae Lujan","127","90.22%","2.84%","6.94%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Jae Lujan -> 2026-05-26","129","92.95%","1.98%","5.07%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Jae Lujan -> 2026-05-27","134","88.86%","2.63%","8.51%"
" -> 2026-05-25 -> Marisa Miranda -> Put Away -> Jae Lujan -> 2026-05-28","117","88.84%","3.93%","7.23%"
" -> 2026-05-25 -> Matthew Harmon","131","72.29%","20.35%","5.50%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor","131","83.55%","8.04%","6.26%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Alex Blewitt","136","89.32%","6.01%","4.67%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Alex Blewitt -> 2026-05-26","127","86.35%","7.29%","6.37%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Alex Blewitt -> 2026-05-27","145","92.77%","4.24%","2.99%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Alex Blewitt -> 2026-05-28","135","88.89%","6.48%","4.63%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Bri Filips","121","78.12%","16.04%","5.84%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Bri Filips -> 2026-05-26","132","74.10%","19.79%","6.11%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Bri Filips -> 2026-05-27","109","78.77%","15.10%","6.12%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Bri Filips -> 2026-05-28","122","81.48%","13.23%","5.29%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Codey Klimek","144","83.64%","11.91%","4.45%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Codey Klimek -> 2026-05-25","130","67.00%","30.21%","2.80%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Codey Klimek -> 2026-05-26","146","92.01%","4.88%","3.11%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Codey Klimek -> 2026-05-27","158","90.68%","4.13%","5.19%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Codey Klimek -> 2026-05-28","140","84.87%","8.43%","6.69%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Consuelo Reyes","153","89.87%","4.19%","5.93%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Consuelo Reyes -> 2026-05-25","124","88.82%","3.62%","7.57%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Consuelo Reyes -> 2026-05-26","167","89.28%","3.46%","7.26%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Consuelo Reyes -> 2026-05-27","180","91.65%","3.90%","4.45%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Consuelo Reyes -> 2026-05-28","142","89.74%","5.81%","4.44%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Cyndi Gonzalez","136","86.65%","4.63%","8.72%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Cyndi Gonzalez -> 2026-05-25","116","85.22%","2.28%","12.50%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Cyndi Gonzalez -> 2026-05-26","107","83.93%","7.60%","8.47%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Cyndi Gonzalez -> 2026-05-27","180","90.68%","4.49%","4.84%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner","105","84.29%","6.56%","9.14%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner -> 2026-05-26","105","85.37%","4.04%","10.58%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner -> 2026-05-27","100","75.33%","10.50%","14.17%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner -> 2026-05-28","107","86.79%","3.52%","9.69%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner -> 2026-05-29","96","88.45%","8.09%","3.47%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Drew Wisner -> 2026-05-30","120","89.05%","7.92%","3.02%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera","123","89.56%","5.64%","4.80%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera -> 2026-05-25","140","89.29%","4.03%","6.68%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera -> 2026-05-26","135","89.95%","6.67%","3.38%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera -> 2026-05-27","133","91.99%","4.28%","3.74%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera -> 2026-05-28","119","91.36%","5.32%","3.33%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Jenimar Figuera -> 2026-05-29","77","83.98%","8.56%","7.46%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Karina Chaparro","142","91.08%","3.81%","5.11%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Karina Chaparro -> 2026-05-25","142","89.66%","2.60%","7.75%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Karina Chaparro -> 2026-05-26","116","87.03%","4.29%","8.68%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Karina Chaparro -> 2026-05-27","158","93.25%","3.97%","2.78%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Karina Chaparro -> 2026-05-28","152","94.02%","4.02%","1.96%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Katlynn Zeiher","101","88.49%","3.68%","7.83%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Katlynn Zeiher -> 2026-05-25","108","91.74%","2.37%","5.90%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Katlynn Zeiher -> 2026-05-26","93","82.23%","7.12%","10.65%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Katlynn Zeiher -> 2026-05-27","107","89.07%","1.95%","8.98%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Katlynn Zeiher -> 2026-05-28","95","90.90%","3.29%","5.81%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Maria Acero Torrealba","133","90.78%","4.91%","4.31%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Maria Acero Torrealba -> 2026-05-26","117","89.72%","4.96%","5.32%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Maria Acero Torrealba -> 2026-05-27","148","92.82%","4.19%","3.00%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Maria Acero Torrealba -> 2026-05-28","133","89.54%","5.76%","4.70%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Mark Corral","161","68.28%","25.89%","5.83%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Mark Corral -> 2026-05-25","189","73.82%","20.62%","5.56%"
" -> 2026-05-25 -> Matthew Harmon -> Inventory Processor -> Mark Corral -> 2026-05-26","157","64.44%","31.95%","3.61%"
